11001,31.9,-17.1
11016,32.7,-19.4
11046,30.5,-17.1
11061,33.3,-24.6
11076,32.7,-27.2
11091,31.8,-16.6
11121,32.4,-34.4
11151,32.5,-16.9
11176,33.1,-28.8
11206,33.6,-27.4
11276,35.8,-35.9
11291,35,-26.4
11316,35.4,-37.9
12011,36.2,-35.6
12041,36.6,-34.9
12141,36.6,-37
12181,36.4,-35.7
12231,37.3,-36.1
12261,37,-35.1
12266,37.2,-29
12301,36.8,-36.8
12386,38.4,-38.1
12396,36.9,-31.4
12411,35.1,-28.6
12442,37.9,-41
12451,37,-29.3
12501,36.1,-28.5
12512,35.3,-30
12551,37.1,-33.2
12596,37.5,-31.7
12626,38.5,-34.5
12632,37.4,-31.9
12691,35,-33.4
12746,34.6,-35.8
15041,34.9,-35.8
15076,37.3,-37.6
13061,33.8,-30.6
13086,34.2,-26.8
13121,33.8,-27.7
13146,32.4,-14.8
13181,34.4,-26.4
13261,38.7,-30
13277,35.6,-23.4
13311,34.2,-17.4
13321,35.9,-35.4
14026,34.6,-21.5
14071,36.1,-24.1
14101,35.5,-27
14116,37.1,-20.9
14121,35.4,-23.1
14136,35.6,-26.6
14163,36.3,-28.5
14206,34.5,-26.9
14286,32,-18.2
14296,34.2,-25.4
15116,36.9,-29.7
15156,35.1,-29.9
15161,36.1,-29.7
15231,36.8,-30.2
15241,36,-27.2
15251,37.2,-26.3
15311,36.3,-25.6
15321,35.6,-29.6
15356,36.1,-24.3
15431,36.3,-28.7
15442,35,-23.6
16026,35.2,-17.8
16061,33.5,-13.8
16076,34.9,-21.5
16091,36.2,-18
16156,35,-17.8
16206,35.4,-24.7
16217,34.6,-35.7
16252,34,-15.7
16281,32.3,-22.1
16286,34.5,-31.9
16321,34.5,-27.8
17036,35.3,-27.5
17076,34.3,-29.8
17091,36.4,-33.2
17112,37,-24.7
17116,37.2,-23.9
17166,38.5,-27.6
17196,37.7,-35.2
17246,36.9,-31.2
17306,37.7,-29.5
17316,39.5,-35.4
17341,37.6,-29.2
17351,35.3,-20.9
17482,34.1,-24.2
17501,37,-33.8
17521,39,-30.9
17531,37.7,-27
17546,37.8,-32.8
17561,37.1,-31.6
17596,37.6,-28.7
17607,38,-30.3
17631,38.3,-31.2
17717,38.4,-28.7
18038,33,-17.3
18136,36.4,-31.5
18161,35.6,-25.2
18171,36.5,-32.9
18174,36.8,-29.6
18256,36.6,-33.7
18273,34,-22.9
18281,33.5,-19.6
18311,34.9,-27.6
19021,36.6,-34
19051,35.7,-26.7
19076,35.5,-30.7
19151,35.2,-29.5
19191,35.1,-27.2
19261,36.6,-28.8
19311,35.5,-26
19347,35.6,-22.7
19376,34.9,-24.2
19416,35.5,-29.2
19432,33.5,-28.3
19451,31.5,-17.8
20146,37.8,-33.2
20186,34.5,-30.8
20266,37.2,-25.9
20276,38.8,-29.4
20341,37.2,-29.1
20356,37.3,-28.3
20361,37.4,-26.3
20371,38.2,-32.1
20421,38.1,-31.3
20432,38.8,-38.2
20441,38.8,-28.4
20506,37.9,-26.8
20551,37.8,-29.6
20556,38.4,-31.8
20601,36.7,-29.4
20606,38,-29
20631,36.9,-27.7
20696,36.3,-29.8
20751,35.8,-22.1
21111,34.4,-27.5
21126,34.8,-30.3
21161,33.1,-24.9
21171,33.8,-21.1
21187,35.5,-21.3
21226,33.6,-20.6
21261,33.8,-20.8
21276,33.5,-26.7
21297,33.5,-16.7
21312,34.3,-19.4
21323,32.8,-13.4
22036,35.8,-27.8
22141,32.2,-23.4
22156,36,-29.2
22241,33.9,-19.8
22291,33.4,-25.9
22306,33.8,-26.7
22327,31.5,-15.5
22391,28.5,-12.1
23031,32.6,-20.5
23086,34.1,-19
23166,33.6,-18.8
23206,33.4,-14.6
23226,34.5,-19.6
23232,35.4,-21.7
23281,33.1,-18.2
23326,34.2,-15.6
23376,34.2,-11.6
24141,33.5,-13.7
24041,32.8,-16.2
24051,34.8,-21.9
24101,32.8,-11
24156,32.7,-13
24201,35,-24.8
24217,34.6,-12.7
31001,32.9,-10.7
31111,35.3,-22.4
31121,34.9,-16
31136,33.7,-11.2
31156,34.7,-15.1
31186,37.2,-16.4
31201,34.6,-16.2
31296,39,-15.8
31312,36.7,-24.7
31332,35.6,-12.3
31336,34.8,-12.6
31366,36.9,-10.9
31386,35.7,-17.7
31436,37.9,-10.5
31461,39.3,-16.2
31466,36.4,-18.3
31482,30.8,-18
31506,37,-14.2
31586,35.8,-20.1
31602,37,-15.7
31646,37.9,-17.2
31662,33.7,-16.4
31721,37.7,-20.2
32056,37.4,-10.4
32111,39.1,-12.4
32126,38.9,-17.8
32136,38.8,-19
32146,37,-22.4
32181,37.3,-15.8
32206,36,-18.7
32266,32.9,-17
32286,35.6,-14.7
32287,38.1,-19.3
32296,38.1,-14.4
32311,37.1,-17.2
32402,38.5,-24.6
32407,37.7,-16.4
32451,37.2,-13
32466,38.1,-16.7
32476,36.5,-17.6
32496,37.2,-16.1
32551,37.6,-17.6
32571,37.8,-14.9
32581,38,-19.6
32596,39.2,-16.4
32616,38.2,-8.7
32626,37.7,-13.9
32691,37.4,-18.6
32771,35.3,-15.5
33006,35.4,-14.2
33026,37,-23
33071,35.8,-18.2
33136,36.4,-21.7
33146,36.4,-17.7
33166,35,-20.8
33176,33.6,-21.5
33186,35.3,-23.2
33206,37.7,-20.4
33226,35.7,-22.2
33296,36.6,-21.6
33326,38.5,-17.1
33336,36.9,-17.1
33371,31.8,-27.6
33421,35.8,-20.8
33431,37.2,-20.6
33441,31.6,-24.1
33472,37.3,-17.3
33486,34.1,-22.1
33501,36.8,-16.9
33526,37.6,-17.7
33576,37.6,-18.2
33581,37.1,-17.4
33616,37.5,-16.7
33631,34.9,-22.9
33671,36.5,-22.5
33716,38.3,-17.4
33751,38.8,-12.9
33776,36.9,-19.9
33781,38.2,-18.9
33801,36.7,-15.4
33877,37,-11.6
33911,38.3,-15.2
33921,37,-18.3
34012,33.3,-15.5
34026,36.7,-12.6
34096,36.7,-14.3
34111,37.3,-18.3
34171,37.5,-19.5
34186,38,-12.5
34216,37.5,-17.6
34266,37.1,-14.6
34276,37.2,-17.9
34292,36.8,-14.6
34296,36.9,-10.5
34311,35.4,-16.3
34331,35.9,-9.6
34392,37.4,-11.7
34436,37.3,-11.8
34461,36.9,-11.6
34462,37.4,-12.3
34471,36.1,-13
34506,37.6,-16.7
35002,36,-8.3
35052,40.1,-16.9
35071,36.5,-16
35086,38.9,-11.3
35116,37,-13.6
35141,39.9,-11.6
35146,37.8,-13
35162,37.8,-20.2
35176,36.9,-16
35216,35.3,-22.9
35231,36.2,-17.4
35246,40.4,-7.5
35332,37.7,-17.3
35334,38.2,-15
35361,35.7,-19.9
35376,37.9,-16.3
35426,40.8,-20
35456,37.3,-18.3
35486,38,-17.9
35511,38.7,-19.2
35541,37.9,-19.3
35552,38.5,-18.2
36056,36.8,-12.5
36066,40,-16.2
36106,32,-22.9
36127,39.2,-18.5
36151,37.6,-14
36176,38.4,-18.1
36196,29.4,-16.4
36221,36,-21.3
36251,37.6,-17
36276,34.6,-17.5
36291,38,-12.6
36342,36.7,-12.2
36361,38.8,-15.2
36391,36.1,-17.4
36411,38.8,-12.4
36426,37.1,-19.6
36476,37.3,-12.8
36501,36.8,-18.4
36536,36.6,-18
36562,34.4,-18.7
36581,35.5,-10.2
36591,37.3,-18.8
36611,37.3,-10.5
36641,35,-19.7
36667,36,-13.6
36676,38.4,-14.9
36716,32.5,-18.7
36821,37.2,-16.2
36836,36.6,-7.6
36846,37.7,-10.7
40046,35.7,-9.3
40061,39,-15.6
40091,37.3,-12.3
40136,37.4,-6.9
40191,38.2,-13.3
40201,38.4,-12.7
40221,40.6,-11.9
40231,39.4,-11
40281,37.7,-13.7
40311,37.8,-10.6
40336,37.8,-17
40341,38.5,-7.6
40406,37.2,-6
40426,38.5,-15.5
41011,33.2,-12.1
41076,35.3,-17
41091,35.5,-13.7
41116,33.3,-19.5
41141,37.8,-16.4
41166,30.8,-18.7
41172,34.3,-10
41181,36.6,-13.5
41247,37.6,-12.3
41271,37.1,-11.3
41277,38.7,-14.8
41331,38.6,-13.7
41361,41,-10.2
41376,39.2,-10.8
42046,35,-16.7
42091,36.6,-14.1
42121,32,-15.9
42146,38.1,-14.4
42186,38.1,-12.5
42221,31,-17.2
42251,41,-11.8
42266,41.2,-8.6
42286,40.5,-9.3
42302,41.8,-6.8
42326,39.8,-9.7
42366,40.3,-8.8
42396,38.7,-11.6
43051,39.9,-9.2
43056,41.1,-11.6
43126,39.9,-10.6
43156,40,-15.8
43171,41.4,-10.7
43241,39.7,-9.8
43256,40.4,-7.5
43266,40,-7.8
44046,37.1,-11.6
44056,40.8,-9.3
44071,39.6,-7
44112,40.3,-8.8
44116,40,-8.4
44132,39.5,-9.2
44136,38,-4.1
44166,38.2,-2.9
44172,35.9,-4
44173,34.4,-1.8
44207,34.9,-2.2
44216,33.7,-0.8
44226,33.1,-1.4
44228,36.7,0
44262,36.2,0.4
44263,35.5,-2
44301,34.1,7.8
45061,39.2,-7.2
45081,37.6,-8.9
45106,39,-5.4
45116,39.1,-12.7
45121,38.4,-8.9
45148,35.9,-7.3
45181,38.1,-8
45212,38.5,-5.2
45261,39.9,-7.8
45282,38.2,-5.4
45291,40.2,-9.2
45326,37.4,-9.8
45361,38.1,-6.4
45371,34.9,-7
45401,36.6,-6.7
46091,39.9,-8.9
46106,38.1,-8.2
46141,37.1,-5
46166,39.2,-8
46211,36.8,-3.8
48031,36.4,-15.5
48061,34.6,-18.7
48066,37.6,-19.7
48141,36.2,-18.7
48156,38.7,-17
48191,35.5,-18
48196,38.6,-15.3
48216,30.4,-29.2
48256,39,-14.4
48296,37.8,-17.1
48321,33.6,-15.9
48331,34.2,-21
48361,38.5,-24.8
48363,36.6,-17.9
48381,36,-20.7
48386,37.5,-18.3
48466,34.4,-20.9
48491,35.5,-23.1
48531,32.2,-22
48536,36.2,-17.7
48546,36.6,-17.2
48561,34.3,-19.7
48571,31,-26
48606,36.1,-18.8
48621,37.2,-17.9
48717,35.7,-15.3
48731,36.8,-14.1
48767,37.7,-16.5
48826,33.5,-17.4
48841,39.5,-12.1
49036,36.5,-14.4
49086,38.4,-11.9
49142,40.7,-19.5
49151,40.5,-11.3
49161,39.9,-12.8
49196,38.6,-11.6
49236,39.2,-11.7
49251,35.3,-22.1
49256,34.9,-22.2
49316,39.1,-8.5
50106,36.2,-11.5
50136,36.7,-12.2
50196,38.4,-7.5
50206,37.7,-9.8
50226,40.2,-8.1
50241,39.6,-10.6
50261,38.2,-5.6
50281,37.9,-4.5
50331,41.4,-6.8
50386,40.9,-6.7
50456,41.1,-6
50476,37.4,-7.5
50477,37.8,-5
50491,37.3,-6.6
50506,38,-4.1
50536,39.2,-4.8
50551,36.7,-5.4
50561,33.9,-2.7
51031,40.3,-8.5
51071,35.5,-16.1
51106,40.3,-10.3
51116,39.8,-8.8
51216,39,-4.7
51226,39.3,-7.6
51247,39.6,-8.5
51261,36.5,-4.1
51281,38.7,-6
51311,38.3,-7.3
51331,37.9,-4.4
51346,38.4,-4.4
52041,36.4,-15.8
52051,37.7,-16.7
52081,36.5,-16.4
52111,35.4,-14.9
52146,37.7,-25.5
52181,33.5,-25.4
52196,33.5,-20.3
52221,36.8,-14.6
52286,38.3,-12.4
52331,39.8,-14.1
52346,38.9,-15.4
52381,37.8,-10.6
52406,41,-12.9
52461,41,-7.9
52482,37.4,-12.8
52511,39.6,-8.2
52536,39.7,-8.9
52556,38.8,-13.6
52557,39.2,-10.4
52571,38.2,-8.7
52581,39.6,-7
52586,39.8,-14.3
52606,40.9,-9.3
53041,40.5,-6.4
53061,38.8,-8.9
53091,38.4,-6.5
53112,38.8,-9.6
53133,39.5,-7.8
53196,38.8,-6
53231,39.7,-7.2
53257,38.3,-5.2
53296,38.4,-5.8
53326,38.7,-5.1
53378,38.8,-6.9
53401,38.6,-3.4
54012,37,-6.8
54041,36.2,-7
54086,39.9,-11
54157,38.5,-7.5
54166,38.8,-7.1
54181,40.8,-11.2
54191,39.6,-14.1
54232,39.9,-13
54236,39.7,-5.6
54271,38.3,-7.5
54296,39.4,-15.1
54341,38.9,-13.1
54387,40.6,-6.6
54396,40.4,-12.5
54421,39.4,-16.5
54501,39.4,-11.8
54541,38.8,-11.3
54566,37.4,-13.2
54586,40,-10
54616,39,-13.9
54651,40.3,-13.2
54661,37.6,-11
54676,37.1,-12.8
54711,39.3,-5.3
54721,36.9,-8.1
54816,35.5,-10.5
54836,35.2,-16.5
54841,37.2,-12.6
55022,38,-8.1
55041,37.7,-10.6
55056,37.9,-9.3
55091,39.7,-12.1
55102,39.8,-11.9
55141,38.8,-12
55151,39.2,-7.9
55166,37.4,-14.1
55191,38.6,-12.1
55206,39,-10.9
56036,38.2,-10.4
56052,38.6,-10.4
56093,38.1,-11.6
56116,40.1,-11.3
56146,38.1,-8.7
56176,39.6,-6.5
56186,39.2,-6.4
56227,38.5,-9.7
56276,40.3,-9.8
56286,37.5,-10
56301,39.1,-8
57001,39.7,-6.8
57026,39,-6.9
57051,38.2,-4.7
57066,38.6,-15.1
57082,37.4,-9.8
57121,36.9,-15.8
57206,36.9,-12
57248,37.8,-10.9
57286,38.5,-6.8
57317,39.1,-10.1
60051,37.4,-11.7
60061,37.4,-11.4
60102,37,-12.2
60116,37.2,-7.8
60131,37.7,-11.3
60196,39.2,-12.3
60216,38.5,-6.6
60226,36.7,-14.1
60236,37.4,-10.4
61001,37.9,-5.9
61076,39,-7.7
61111,39,-8.8
61187,40.6,-10
61206,39.1,-11.8
61242,39.4,-13
61286,39.8,-11.9
61326,39.2,-6.8
62016,37.9,-10.8
62046,39.8,-7.1
62051,39.9,-6.3
62078,39.1,-7.5
62081,34.3,-11.7
62091,39.7,-5.3
62096,39.1,-4.5
62101,37.7,-3.3
62131,36.7,-4.9
63016,38,-6.4
63051,39.7,-12.5
63071,35.3,-10.2
63121,39.1,-12.8
63201,38.6,-9.9
63216,41.2,-9.9
63251,38.7,-11.7
63321,39.1,-7.8
63331,40,-8.6
63366,37.7,-10.3
63383,38,-10
63411,39,-10.6
63461,37.8,-8.3
63491,35.3,-6.9
63496,37.2,-4.3
63517,37,-3.6
63518,38.8,-7.2
63551,38.6,-5.2
63571,38.2,-6.1
63588,37.6,-5
64036,39.3,-7.8
64041,36.1,-12.2
64101,36.5,-9.3
64127,37.9,-7.2
64206,39.3,-9.3
64227,39.9,-7.2
65026,40.6,-6.3
65036,37.8,-2.6
65042,38.5,-6
65061,33.7,-13.4
65121,37,-9.4
65162,37.2,-8.7
65201,38.4,-4.3
65256,39.3,-7.5
65276,39.6,-4.6
65288,37.5,-3.7
65306,38.9,-6.9
65356,36.1,-5
66046,34.9,-20.2
66091,35.4,-14.9
66127,39.4,-16.8
66136,38.5,-14.2
66171,40.3,-10.9
66186,39.1,-12.8
66221,36.9,-11.4
66296,39.1,-10.1
66306,37.9,-10.6
66336,40.4,-10
66346,37.6,-9.1
66408,39.5,-9.1
66421,37.4,-7.6
66446,37.1,-8
66481,38.4,-7.3
66501,38.2,-6.4
67016,35.1,-18.5
67106,38.8,-12.5
67116,38.1,-13.8
67151,36.5,-18.1
67191,35.7,-16.3
67212,40,-12.8
67292,38.9,-8.6
67316,37.4,-14
67326,39.2,-9.9
67376,37.3,-12.6
67386,36.3,-9.4
67401,38.5,-9.2
67421,37.4,-13.7
67437,38.7,-8.6
67461,34.8,-6.6
67471,37.8,-6.3
67496,38,-7.5
67511,37.8,-7.1
67576,36.4,-3.5
68022,35.8,-8.9
68046,35.3,-7
68056,36.4,-8
68091,37.5,-9.9
68121,37.9,-12.5
68132,38.5,-8.7
68156,38.4,-8.4
68246,39.2,-7.5
68261,38.3,-9.7
68276,37.5,-13.1
68306,35.6,-14
68351,39.2,-10.1
68376,38.5,-7.6
68401,37.4,-16.3
68431,36,-16.3
68456,37.2,-5.2
68462,39.3,-7.3
68516,38.9,-13.1
68541,37,-12
69006,38.5,-9.7
69021,37.5,-7.6
69041,38.5,-7.5
69052,39.2,-5.8
69061,37.6,-8.5
69076,38.9,-9.4
69101,37.9,-8
69122,39.4,-7.4
69246,38.9,-12.7
69271,35,-17.7
71066,37.6,-7.9
71087,39.5,-6.3
71106,38.4,-6
71192,31.9,-7.4
71231,36.3,-4.9
71251,39,-10.9
71266,38.3,-8.3
71291,37.6,-7.3
72061,38.4,-6.6
72086,38.6,-7.7
72111,38.5,-6.3
72121,38.8,-6.9
72126,37.8,-5.6
72146,37.9,-6.7
72161,38.4,-9.1
73001,38,-6.2
73076,37.8,-6.5
73126,38.1,-7.7
73141,37.9,-4.6
73151,38.3,-5.4
73166,37.4,-8.3
73168,37.4,-4.1
73256,36.4,-4.2
73276,36.5,-13.6
73306,38.3,-7.3
73341,34.4,-4.8
73406,38.2,-12
73442,40.2,-6.2
73446,37.6,-9.4
73516,39,-4.5
74056,36.5,-10.8
74071,38.1,-8.9
74136,38.5,-7.2
74182,38.4,-7.9
74187,37.2,-7.9
74188,39.4,-7.9
74271,36.5,-6.7
74296,38.7,-12
74311,39.3,-5.7
74361,38.8,-8.9
74372,35,-6.6
74381,41,-7
74436,38.6,-7.3
74447,39.5,-5.3
74456,39.8,-10.4
74516,37.2,-5
81011,37.3,-7.1
81071,38.3,-6.8
81116,36.8,-6.1
81151,36.4,-16
81196,35.6,-10.1
81231,39.3,-12.9
81266,36.2,-9.1
81286,38.8,-8.9
81321,38.3,-8.3
81371,37.7,-8.1
81386,37.2,-8.6
81397,38.1,-11.5
81428,37,-6.5
81436,37,-6.1
81481,36.7,-7.9
81486,35.7,-6.8
82046,38.2,-9.2
82056,37.6,-6.2
82068,36.4,-4.3
82101,38.5,-8.1
82136,38.3,-9.7
82171,38.9,-4.7
82182,38.3,-8.2
82186,38.2,-4.4
82191,39.3,-5.6
82206,37.8,-7.5
82261,38.8,-8.3
82306,39.5,-6.5
82317,39.2,-7.9
82361,38.1,-7.4
83021,37.3,-6
83051,38,-5.5
83061,37.7,-6.9
83106,37.8,-9
83121,38,-6.8
83126,36.3,-7.9
83137,39.9,-10.8
83191,38.8,-14.7
83201,35.9,-13.2
83216,37.8,-7.8
83341,39.2,-8.5
83371,38.1,-8.6
83401,37.1,-5.5
83431,38.1,-10.5
83476,38.3,-5.7
84012,36,-7.8
84072,36.9,-8.6
84076,35.7,-6.5
84121,35,-5.6
84122,35,-5.6
84171,35.1,-5.8
84183,37,-4.1
84266,38.1,-6.1
84306,38,-3
84341,36.8,-4.7
84371,38.7,-6.2
84496,37.7,-5.6
84519,33.2,-12.8
84523,39.2,-6.2
84536,35.9,-5.4
84537,36.9,-4.4
84561,38.8,-6.2
84597,36.2,-2.2
85033,37.5,-4.6
85116,37.8,-5.4
85142,39.6,-6.9
85161,39,-7.3
85166,39,-9.6
85176,37.1,-9.5
86006,37.3,-10.1
86066,36.5,-13.8
86086,38.4,-7.7
86101,38.8,-9.9
86111,34.9,-14.8
86141,38.8,-9.2
86146,37.3,-9.4
86157,36.4,-10
86161,35,-13.2
86216,38.4,-4.6
86236,38.9,-9
86271,37.4,-6.5
86316,38.1,-7
86336,38.7,-7.3
86451,38.1,-7.4
86467,38.2,-9.8
86477,38.4,-13.8
86491,39.6,-3.4
87041,37.4,-11.1
87066,38.9,-6.9
87071,35.6,-12.9
87141,38.5,-7
87181,38.9,-7.1
87206,39.2,-11.1
87231,39.7,-8.2
87293,36.9,-8.3
87301,39.4,-12
87331,38.4,-7.7
87352,38.3,-8.7
87376,38.2,-7.5
87406,37.1,-5.7
87412,38.6,-3.9
87426,39.4,-9.8
87492,38.1,-5.1
87501,37.3,-7.9
88061,37.1,-4.6
88081,38,-15.2
88107,38.1,-10.8
88131,37.5,-1.5
88151,37.3,-7.5
88166,36.2,-10.7
88261,36.4,-6.3
88286,35.1,-8.6
88317,37.4,-6.7
88331,36.4,-8.3
88371,36.5,-4.6
88406,36.7,-6.9
88432,37.4,-6.3
88442,37.6,-8
88447,38.5,-6.4
88466,36.9,-4.4
88486,36.9,-3.4
88506,37.2,-5.3
88536,36.1,-10.4
88612,35.9,-0.6
88621,33.2,-3
88666,35.7,-1.6
88686,35.4,0.7
88706,35.7,0.6
88736,35.2,-1.3
88821,35.4,3.7
88837,37.3,3.1
88851,36.9,4.2
88901,35.2,4.6
88931,35.9,4.6
88956,35.8,4.1
88971,34.9,4.7
88986,34.9,5.4
91011,36,5.2
91021,34.3,3.1
91107,35.1,3.4
91141,35.4,5.1
91146,35.3,2.9
91166,35.6,4.9
91181,32.9,3.7
91197,36,4.9
91236,35.7,5.8
91241,36.1,4.1
92006,35.1,8.2
92011,35.3,3.5
92012,34.3,9.1
93012,36.1,6.8
93041,35.3,6.9
93042,35.3,6.9
93062,35.4,6.1
94001,36.1,7.6
94011,35.2,8.4
94017,35.5,7.7
94062,35.9,6.7
94081,35.6,6.5
94086,35.1,7.3
94101,35.7,7.3
94116,35.7,7.8
